species_code,scientific_name,data_year,type,percent_forested_population,percent_global_population
thbkin,Tyrannus crassirostris,2022,nonbreeding,0.9795904514625486,1.5275510385856094e-6
amered,Setophaga ruticilla,2022,nonbreeding,0.2520636379881722,1.526848179985177e-6
vauswi,Chaetura vauxi,2022,nonbreeding,0.42914616801669186,1.5112952723723962e-6
brnthr,Toxostoma rufum,2022,nonbreeding,0.3236288955351128,1.3497612060111525e-6
incdov,Columbina inca,2022,resident,0.11611719651468841,1.1808096359167688e-6
chswar,Setophaga pensylvanica,2022,nonbreeding,0.4017028150414758,1.16399072927431e-6
sedwre1,Cistothorus stellaris,2022,breeding,1,1.1577946876568396e-6
lobdow,Limnodromus scolopaceus,2022,breeding,0.3302060398893305,1.114515824739644e-6
grepew,Contopus pertinax,2022,nonbreeding,0.56885154897522,1.0896058412739044e-6
naswar,Leiothlypis ruficapilla,2022,nonbreeding,0.1900290151006773,1.0695580673229886e-6
bkbcuc,Coccyzus erythropthalmus,2022,breeding,0.9919254930540236,1.0452065086590493e-6
orcori,Icterus spurius,2022,nonbreeding,0.46737457573936625,1.0137308741476994e-6
leasan,Calidris minutilla,2022,breeding,0.3047111586438451,9.503868230076835e-7
solsan,Tringa solitaria,2022,breeding,0.5418879707075185,9.333502568338769e-7
lecspa,Ammospiza leconteii,2022,breeding,0.8420991753691033,8.94358587933556e-7
belvir,Vireo bellii,2022,nonbreeding,0.3630557280033141,8.780409369400171e-7
whtrob1,Turdus assimilis,2021,resident,0.5818806103893186,8.267017128083952e-7
norpar,Setophaga americana,2022,nonbreeding,0.4766252141606219,7.926114741433038e-7
libher,Egretta caerulea,2022,nonbreeding,0.337745864633072,7.575917882530894e-7
brant,Branta bernicla,2022,breeding,0.06607935375255099,7.521721955074043e-7
easpho,Sayornis phoebe,2022,breeding,0.6694758419028372,6.426038410185007e-7
balori,Icterus galbula,2022,nonbreeding,0.5937905238823596,5.865776355265451e-7
rucwar,Basileuterus rufifrons,2021,resident,0.051184357271405745,5.580661180546213e-7
lotduc,Clangula hyemalis,2022,nonbreeding,0.25170737934652443,5.42564541890355e-7
triher,Egretta tricolor,2022,breeding,0.7725701183548166,5.423652021672584e-7
chswar,Setophaga pensylvanica,2022,breeding,0.7371474030110279,5.367094338526692e-7
easpho,Sayornis phoebe,2022,nonbreeding,0.05771090817539836,4.950588223126181e-7
shbdow,Limnodromus griseus,2022,breeding,0.036135626513604545,4.846582931933789e-7
grycat,Dumetella carolinensis,2022,nonbreeding,0.2955688900915147,4.7555649610772787e-7
categr,Bubulcus ibis/coromandus,2022,nonbreeding,0.5525225676439621,4.2593178680420937e-7
slbgul,Larus schistisagus,2021,nonbreeding,0.5508315411617329,4.2362559068543217e-7
clcspa,Spizella pallida,2022,nonbreeding,0.016288931204168775,3.996493170753677e-7
categr,Bubulcus ibis/coromandus,2022,breeding,0.5407158229582701,3.9742874252620495e-7
barswa,Hirundo rustica,2022,nonbreeding,0.359081377808043,3.811338936514623e-7
hooori,Icterus cucullatus,2022,nonbreeding,0.2590625895676587,3.4753577137625644e-7
rebmer,Mergus serrator,2022,breeding,0.25069886903992084,3.0142028050345634e-7
norpar,Setophaga americana,2022,breeding,0.3924912648534106,2.6471345920147096e-7
harduc,Histrionicus histrionicus,2022,nonbreeding,0.07847263187767868,2.4949689834749704e-7
comblh1,Buteogallus anthracinus,2022,nonbreeding,0.07510945135656276,2.3590036199143147e-7
sctfly,Tyrannus forficatus,2022,breeding,0.8388695890897998,2.0848637858168278e-7
tropar,Setophaga pitiayumi,2022,breeding,0.8298867963629939,1.8979490527586218e-7
trokin,Tyrannus melancholicus,2022,breeding,0.289121191522309,1.7120750281883723e-7
rosgoo,Anser rossii,2022,breeding,0.12173119482474859,1.6932504035915566e-7
whtspa,Zonotrichia albicollis,2022,breeding,0.8214700169717464,1.4477664170956632e-7
yetvir,Vireo flavifrons,2022,breeding,0.5648057375658312,1.436327662325636e-7
rehwoo,Melanerpes erythrocephalus,2022,nonbreeding,0.6337204713504149,1.2372959652159934e-7
neocor,Nannopterum brasilianum,2022,resident,0.08102021703020038,1.2150446387945026e-7
cacgoo1,Branta hutchinsii,2022,breeding,0.14845718256580615,1.2137334333770006e-7
fatwar,Basileuterus lachrymosus,2021,resident,0.23872910968969993,1.1923365794738154e-7
retloo,Gavia stellata,2022,breeding,0.023022481346289148,1.0464582840088064e-7
trokin,Tyrannus melancholicus,2022,nonbreeding,0.24581690312408885,8.856361044317255e-8
rubrob,Turdus rufopalliatus,2021,nonbreeding,0.006483556005005722,8.1644084389872e-8
rudtur,Arenaria interpres,2022,breeding,0.2554610866243712,7.548250644867664e-8
ameoys,Haematopus palliatus,2022,nonbreeding,0.19906328260756742,7.130354879312253e-8
shtsan,Calidris acuminata,2021,nonbreeding,0.26557239198133564,6.357755141600927e-8
laugul,Leucophaeus atricilla,2022,nonbreeding,0.5519031769589722,6.080213652526858e-8
eleter1,Thalasseus elegans,2022,nonbreeding,0.14989720981548402,5.881514156718482e-8
gwfgoo,Anser albifrons,2022,breeding,0.2123421376861726,5.58682328983359e-8
arcloo,Gavia arctica,2021,nonbreeding,0.3238280849073374,5.0711635574683615e-8
snogoo,Anser caerulescens,2022,breeding,0.9830872342337891,4.391484823763054e-8
prowar,Protonotaria citrea,2022,breeding,0.10135739803390635,4.1298964673191895e-8
plcsta,Heliomaster constantii,2021,resident,0.01198622208887071,4.0633361386734766e-8
whevir,Vireo griseus,2022,breeding,0.5345216411286902,3.969191544988295e-8
yetwar,Setophaga dominica,2022,nonbreeding,0.3554574030263394,3.466446287636975e-8
tenwar,Leiothlypis peregrina,2022,nonbreeding,0.03147294742736701,3.32671391447824e-8
blugrb1,Passerina caerulea,2022,nonbreeding,0.018109997940490823,2.849697184979724e-8
cursan,Calidris ferruginea,2021,nonbreeding,0.3846925870692955,2.5924886806954765e-8
nutfly,Myiarchus nuttingi,2021,resident,0.011630698344491966,1.81965442420697e-8
arcloo,Gavia arctica,2021,breeding,0.2497153600607315,1.1568664596382737e-8
manduc,Aix galericulata,2021,breeding,0.012823206621376487,1.057747665285843e-8
macwar,Geothlypis tolmiei,2022,nonbreeding,0.5455106464699221,8.59023178569029e-9
y00678,Caracara plancus,2022,resident,0.43187980265906967,7.747347635445976e-9
ovenbi1,Seiurus aurocapilla,2022,nonbreeding,0.14104969976654624,7.50739188630834e-9
swahaw,Buteo swainsoni,2022,nonbreeding,0.49432498335421127,6.312719291065726e-9
yegvir,Vireo flavoviridis,2021,breeding,0.08682198827939804,5.992984323068164e-9
comgra,Quiscalus quiscula,2022,nonbreeding,0.32402819093693436,5.8600965794065e-9
ducfly,Myiarchus tuberculifer,2022,nonbreeding,0.046129196023122286,4.960071845484075e-9
tunswa,Cygnus columbianus,2022,breeding,0.08742373529470182,4.4860810649494456e-9
laugul,Leucophaeus atricilla,2022,breeding,0.1417880217366867,4.26270854154614e-9
blkvul,Coragyps atratus,2022,resident,0.0027374765875911936,4.085490653702055e-9
fiespa,Spizella pusilla,2022,nonbreeding,0.010497002714177283,3.72632611662907e-9
manduc,Aix galericulata,2021,nonbreeding,0.43780162075326806,1.4996038209271172e-9
grekis,Pitangus sulphuratus,2022,resident,0.9364815907295547,1.4634975756538693e-9
lotduc,Clangula hyemalis,2022,breeding,0.08607992563073016,1.2535780609020547e-9
banswa,Riparia riparia,2022,nonbreeding,0.7044588350628819,9.847164082302806e-10
gloibi,Plegadis falcinellus,2022,breeding,0.08843859369715151,4.76396707497117e-10
whiwag,Motacilla alba,2021,nonbreeding,0.005271920206758809,3.6275476812313005e-10
mewgul2,Larus brachyrhynchus,2022,breeding,4.6419790413115505e-4,1.2015296810261368e-11
hergul,Larus argentatus,2022,breeding,1.1053007900068257e-4,1.5697619462483335e-14
