"species_code","scientific_name","common_name","resident","breeding_quality","breeding_range_modeled","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_range_modeled","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_range_modeled","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_range_modeled","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end"
"pelcor","Urile pelagicus","Pelagic Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"grecor","Phalacrocorax carbo","Great Cormorant",FALSE,"2","TRUE",2021-06-07,2021-08-03,"2","TRUE",2021-12-07,2021-03-08,"2","TRUE",2021-09-28,2021-11-30,"2","TRUE",2021-03-29,2021-05-31,NA,NA,NA
"sposha1","Phalacrocorax punctatus","Spotted Shag",FALSE,"2","TRUE",2021-10-19,2021-01-04,"2","TRUE",2021-07-06,2021-08-10,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"indcor1","Phalacrocorax fuscicollis","Indian Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"libcor1","Phalacrocorax sulcirostris","Little Black Cormorant",FALSE,"2","TRUE",2021-12-28,2021-02-22,"2","TRUE",2021-03-01,2021-12-21,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"piecor1","Phalacrocorax varius","Pied Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"eursha1","Gulosus aristotelis","European Shag",FALSE,"2","TRUE",2021-04-12,2021-04-12,"0","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"doccor","Nannopterum auritum","Double-crested Cormorant",FALSE,"3","TRUE",2021-05-31,2021-07-13,"3","TRUE",2021-12-14,2021-02-08,"3","TRUE",2021-07-20,2021-12-07,"3","TRUE",2021-02-15,2021-05-24,NA,NA,NA
"neocor","Nannopterum brasilianum","Neotropic Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"rofsha1","Leucocarbo carunculatus","New Zealand King Shag",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"brosha1","Leucocarbo chalconotus","Stewart Island Shag",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"impcor1","Leucocarbo atriceps","Imperial Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"amwpel","Pelecanus erythrorhynchos","American White Pelican",FALSE,"3","TRUE",2021-05-31,2021-08-10,"3","TRUE",2021-12-21,2021-02-15,"3","TRUE",2021-08-17,2021-12-07,"3","TRUE",2021-02-22,2021-05-24,NA,NA,NA
"brnpel","Pelecanus occidentalis","Brown Pelican",FALSE,"3","TRUE",2021-05-10,2021-06-28,"3","TRUE",2021-12-14,2021-03-01,"3","TRUE",2021-07-06,2021-12-07,"3","TRUE",2021-03-08,2021-03-15,NA,NA,NA
"grwpel1","Pelecanus onocrotalus","Great White Pelican",FALSE,"2","TRUE",2021-06-14,2021-08-31,"1","TRUE",2021-12-07,2021-02-08,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"hamerk1","Scopus umbretta","Hamerkop",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"amebit","Botaurus lentiginosus","American Bittern",FALSE,"3","TRUE",2021-06-07,2021-07-27,"3","TRUE",2021-11-30,2021-02-15,"3","TRUE",2021-08-03,2021-11-23,"3","TRUE",2021-02-22,2021-05-31,NA,NA,NA
"grebit1","Botaurus stellaris","Great Bittern",FALSE,"1","TRUE",2021-06-14,2021-07-27,"1","FALSE",2021-12-21,2021-02-08,"1","FALSE",2021-09-07,2021-12-14,"1","FALSE",2021-02-15,2021-04-26,NA,NA,NA
"yelbit","Ixobrychus sinensis","Yellow Bittern",FALSE,"2","TRUE",2021-06-21,2021-07-20,"2","TRUE",2021-11-30,2021-04-12,"2","TRUE",2021-07-27,2021-11-16,"2","TRUE",2021-04-19,2021-06-14,NA,NA,NA
"litbit1","Ixobrychus minutus","Little Bittern",FALSE,"2","TRUE",2021-06-14,2021-07-20,"1","FALSE",2021-11-16,2021-03-01,"1","FALSE",2021-07-27,2021-11-09,"1","FALSE",2021-03-08,2021-06-07,NA,NA,NA
"cinbit1","Ixobrychus cinnamomeus","Cinnamon Bittern",FALSE,"2","TRUE",2021-06-07,2021-07-13,"2","TRUE",2021-11-09,2021-03-15,"2","TRUE",2021-08-03,2021-11-02,"2","TRUE",2021-03-22,2021-05-31,NA,NA,NA
"blabit1","Ixobrychus flavicollis","Black Bittern",FALSE,"2","TRUE",2021-05-31,2021-07-20,"2","TRUE",2021-11-09,2021-03-22,"2","TRUE",2021-07-27,2021-11-02,"2","TRUE",2021-03-29,2021-05-24,NA,NA,NA
"leabit","Ixobrychus exilis","Least Bittern",FALSE,"2","TRUE",2021-06-07,2021-07-20,"2","FALSE",2021-11-16,2021-03-01,"2","FALSE",2021-07-27,2021-11-09,"2","FALSE",2021-03-15,2021-05-31,NA,NA,NA
"ruther1","Tigrisoma lineatum","Rufescent Tiger-Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"father1","Tigrisoma fasciatum","Fasciated Tiger-Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"btther1","Tigrisoma mexicanum","Bare-throated Tiger-Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grbher3","Ardea herodias","Great Blue Heron",FALSE,"3","TRUE",2021-05-10,2021-06-28,"3","TRUE",2021-12-28,2021-01-25,"3","TRUE",2021-07-06,2021-12-21,"3","TRUE",2021-02-01,2021-05-03,NA,NA,NA
"graher1","Ardea cinerea","Gray Heron",FALSE,"2","TRUE",2021-04-26,2021-07-27,"2","TRUE",2021-12-28,2021-02-15,"2","TRUE",2021-08-03,2021-12-21,"2","TRUE",2021-02-22,2021-04-19,NA,NA,NA
"cocher1","Ardea cocoi","Cocoi Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blhher1","Ardea melanocephala","Black-headed Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"golher1","Ardea goliath","Goliath Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"purher1","Ardea purpurea","Purple Heron",FALSE,"2","TRUE",2021-05-03,2021-08-17,"2","TRUE",2021-11-30,2021-02-22,"2","TRUE",2021-08-24,2021-11-23,"2","TRUE",2021-03-01,2021-04-26,NA,NA,NA
"greegr","Ardea alba","Great Egret",FALSE,"2","TRUE",2021-05-03,2021-09-07,"2","TRUE",2021-11-23,2021-03-08,"2","TRUE",2021-09-14,2021-11-16,"2","TRUE",2021-03-15,2021-04-26,NA,NA,NA
"integr","Ardea intermedia","Intermediate Egret",FALSE,"2","TRUE",2021-03-01,2021-08-10,"2","TRUE",2021-12-14,2021-02-22,NA,"TRUE",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA
"whfher1","Egretta novaehollandiae","White-faced Heron",FALSE,"2","TRUE",2021-06-07,2021-04-19,"2","TRUE",2021-04-26,2021-05-31,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"chiegr","Egretta eulophotes","Chinese Egret",FALSE,"1","TRUE",2021-06-21,2021-06-28,"1","TRUE",2021-01-25,2021-02-22,"1","TRUE",2021-07-06,2021-12-07,"1","TRUE",2021-03-08,2021-06-14,NA,NA,NA
"litegr","Egretta garzetta","Little Egret",FALSE,"2","TRUE",2021-04-26,2021-06-14,"3","TRUE",2021-12-07,2021-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"werher","Egretta gularis","Western Reef-Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"pacreh1","Egretta sacra","Pacific Reef-Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"snoegr","Egretta thula","Snowy Egret",FALSE,"3","TRUE",2021-05-03,2021-07-06,"3","TRUE",2021-11-30,2021-03-08,"3","TRUE",2021-08-03,2021-11-23,"3","TRUE",2021-03-15,2021-04-26,NA,NA,NA
"libher","Egretta caerulea","Little Blue Heron",FALSE,"3","TRUE",2021-06-07,2021-07-06,"3","TRUE",2021-11-23,2021-02-08,"3","TRUE",2021-07-13,2021-11-16,"3","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"triher","Egretta tricolor","Tricolored Heron",FALSE,"3","TRUE",2021-04-12,2021-05-17,"3","TRUE",2021-12-07,2021-03-01,"3","TRUE",2021-05-24,2021-11-30,"3","TRUE",2021-03-08,2021-04-05,NA,NA,NA
"redegr","Egretta rufescens","Reddish Egret",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"categr","Bubulcus ibis","Cattle Egret",FALSE,"2","TRUE",2021-05-17,2021-08-31,"2","TRUE",2021-11-30,2021-03-08,"2","TRUE",2021-09-07,2021-11-23,"2","TRUE",2021-03-15,2021-05-10,NA,NA,NA
"squher1","Ardeola ralloides","Squacco Heron",FALSE,"2","TRUE",2021-05-24,2021-08-03,"1","TRUE",2021-02-08,2021-02-15,"2","TRUE",2021-08-10,2021-11-30,"2","TRUE",2021-02-22,2021-05-10,NA,NA,NA
"inpher1","Ardeola grayii","Indian Pond-Heron",FALSE,"2","TRUE",2021-05-31,2021-07-27,"2","TRUE",2021-11-09,2021-03-08,"2","TRUE",2021-08-03,2021-11-02,"2","TRUE",2021-03-15,2021-05-24,NA,NA,NA
"chpher1","Ardeola bacchus","Chinese Pond-Heron",FALSE,"1","TRUE",2021-06-14,2021-07-20,"1","TRUE",2021-12-21,2021-03-08,"2","TRUE",2021-07-27,2021-12-14,"1","TRUE",2021-03-15,2021-06-07,NA,NA,NA
"grnher","Butorides virescens","Green Heron",FALSE,"3","TRUE",2021-05-31,2021-08-24,"3","TRUE",2021-11-16,2021-03-08,"3","TRUE",2021-08-31,2021-11-09,"3","TRUE",2021-03-15,2021-05-24,NA,NA,NA
"strher","Butorides striata","Striated Heron",FALSE,"2","TRUE",2021-11-09,2021-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"agaher1","Agamia agami","Agami Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"whiher1","Syrigma sibilatrix","Whistling Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bcnher","Nycticorax nycticorax","Black-crowned Night-Heron",FALSE,"2","TRUE",2021-06-07,2021-08-24,"2","TRUE",2021-11-30,2021-03-15,"2","TRUE",2021-08-31,2021-11-23,"2","TRUE",2021-03-22,2021-05-31,NA,NA,NA
"ycnher","Nyctanassa violacea","Yellow-crowned Night-Heron",FALSE,"3","TRUE",2021-05-03,2021-06-14,"3","TRUE",2021-11-16,2021-02-22,"3","TRUE",2021-06-21,2021-11-09,"3","TRUE",2021-03-01,2021-04-26,NA,NA,NA
"bobher1","Cochlearius cochlearius","Boat-billed Heron",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"whiibi","Eudocimus albus","White Ibis",FALSE,"3","TRUE",2021-05-03,2021-06-21,"3","TRUE",2021-12-07,2021-02-22,"3","TRUE",2021-08-24,2021-11-30,"3","TRUE",2021-03-01,2021-04-26,NA,NA,NA
"gloibi","Plegadis falcinellus","Glossy Ibis",FALSE,"2","FALSE",2021-05-03,2021-07-20,"2","FALSE",2021-11-16,2021-02-15,"2","FALSE",2021-07-27,2021-11-09,"2","FALSE",2021-02-22,2021-04-26,NA,NA,NA
"whfibi","Plegadis chihi","White-faced Ibis",FALSE,"3","TRUE",2021-05-24,2021-07-13,"3","TRUE",2021-11-16,2021-03-08,"3","TRUE",2021-07-20,2021-11-09,"3","TRUE",2021-03-15,2021-05-17,NA,NA,NA
"greibi1","Mesembrinibis cayennensis","Green Ibis",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bafibi1","Phimosus infuscatus","Bare-faced Ibis",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bunibi1","Theristicus caudatus","Buff-necked Ibis",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bkfibi1","Theristicus melanopis","Black-faced Ibis",FALSE,"3","TRUE",2021-09-07,2021-02-15,"3","TRUE",2021-05-31,2021-08-03,"3","TRUE",2021-02-22,2021-05-24,"3","TRUE",2021-08-10,2021-08-31,NA,NA,NA
"renibi1","Pseudibis papillosa","Red-naped Ibis",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"eurspo1","Platalea leucorodia","Eurasian Spoonbill",FALSE,"1","TRUE",2021-05-31,2021-07-06,"2","TRUE",2021-12-07,2021-02-15,"2","TRUE",2021-10-05,2021-11-30,"2","TRUE",2021-02-22,2021-05-03,NA,NA,NA
"royspo1","Platalea regia","Royal Spoonbill",FALSE,"2","TRUE",2021-09-07,2021-05-17,"2","TRUE",2021-05-24,2021-08-31,NA,"TRUE",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA
"blfspo1","Platalea minor","Black-faced Spoonbill",FALSE,"1","TRUE",2021-05-10,2021-08-24,"2","TRUE",2021-01-25,2021-03-01,"1","TRUE",2021-11-23,2021-01-04,"1","TRUE",2021-03-22,2021-05-03,NA,NA,NA
"rosspo1","Platalea ajaja","Roseate Spoonbill",FALSE,"3","TRUE",2021-04-12,2021-05-17,"3","TRUE",2021-11-30,2021-03-08,"3","TRUE",2021-05-24,2021-11-23,"3","TRUE",2021-03-15,2021-04-05,NA,NA,NA
"calcon","Gymnogyps californianus","California Condor",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"andcon1","Vultur gryphus","Andean Condor",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"kinvul1","Sarcoramphus papa","King Vulture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blkvul","Coragyps atratus","Black Vulture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"turvul","Cathartes aura","Turkey Vulture",FALSE,"3","TRUE",2021-05-03,2021-08-31,"3","TRUE",2021-12-07,2021-02-01,"3","TRUE",2021-09-07,2021-11-30,"3","TRUE",2021-02-08,2021-04-26,NA,NA,NA
"lyhvul1","Cathartes burrovianus","Lesser Yellow-headed Vulture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"secret2","Sagittarius serpentarius","Secretarybird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"osprey","Pandion haliaetus","Osprey",FALSE,"2","FALSE",2021-06-07,2021-07-13,"2","TRUE",2021-12-14,2021-02-08,"2","TRUE",2021-07-20,2021-12-07,"2","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"bkskit1","Elanus caeruleus","Black-winged Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"whtkit","Elanus leucurus","White-tailed Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"lammer1","Gypaetus barbatus","Bearded Vulture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"egyvul1","Neophron percnopterus","Egyptian Vulture",FALSE,"3","TRUE",2021-04-19,2021-08-31,"1","FALSE",2021-11-02,2021-01-18,"2","TRUE",2021-09-07,2021-10-26,"2","TRUE",2021-01-25,2021-04-12,NA,NA,NA
"hobkit","Chondrohierax uncinatus","Hook-billed Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"grhkit1","Leptodon cayanensis","Gray-headed Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"euhbuz1","Pernis apivorus","European Honey-buzzard",FALSE,"2","TRUE",2021-07-13,2021-07-27,"1","FALSE",2021-11-23,2021-02-22,"1","TRUE",2021-08-03,2021-11-16,"1","TRUE",2021-03-01,2021-07-06,NA,NA,NA
"orihob2","Pernis ptilorhynchus","Oriental Honey-buzzard",FALSE,"1","FALSE",2021-06-07,2021-06-14,"2","TRUE",2021-11-23,2021-04-05,"2","TRUE",2021-08-31,2021-11-16,"2","TRUE",2021-04-12,2021-05-31,NA,NA,NA
"swtkit","Elanoides forficatus","Swallow-tailed Kite",FALSE,"2","TRUE",2021-04-12,2021-07-13,"3","TRUE",2021-10-26,2021-01-11,"3","TRUE",2021-07-20,2021-10-19,"3","TRUE",2021-01-18,2021-04-05,NA,NA,NA
"cinvul1","Aegypius monachus","Cinereous Vulture",FALSE,"2","TRUE",2021-05-03,2021-07-06,"0","TRUE",NA,NA,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"hoovul1","Necrosyrtes monachus","Hooded Vulture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"whbvul1","Gyps africanus","White-backed Vulture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"himgri1","Gyps himalayensis","Himalayan Griffon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"eurgri1","Gyps fulvus","Eurasian Griffon",FALSE,"2","TRUE",2021-05-31,2021-09-07,"2","FALSE",2021-09-14,2021-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crseag1","Spilornis cheela","Crested Serpent-Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"shteag1","Circaetus gallicus","Short-toed Snake-Eagle",FALSE,"2","TRUE",2021-06-07,2021-07-27,"2","FALSE",2021-11-23,2021-02-01,"2","FALSE",2021-08-03,2021-11-16,"2","FALSE",2021-02-08,2021-05-31,NA,NA,NA
"mouhae1","Nisaetus nipalensis","Mountain Hawk-Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"y00839","Nisaetus cirrhatus","Changeable Hawk-Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"mareag1","Polemaetus bellicosus","Martial Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"blheag1","Spizaetus tyrannus","Black Hawk-Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"orheag1","Spizaetus ornatus","Ornate Hawk-Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bawhae1","Spizaetus melanoleucus","Black-and-white Hawk-Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blaeag1","Ictinaetus malaiensis","Black Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"leseag1","Clanga pomarina","Lesser Spotted Eagle",FALSE,"2","TRUE",2021-06-14,2021-07-06,"0","FALSE",NA,NA,"1","FALSE",2021-10-12,2021-12-07,"0","FALSE",NA,NA,NA,NA,NA
"grseag1","Clanga clanga","Greater Spotted Eagle",FALSE,NA,NA,NA,NA,"2","TRUE",2021-12-14,2021-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"booeag1","Hieraaetus pennatus","Booted Eagle",FALSE,"2","TRUE",2021-05-10,2021-08-31,"2","FALSE",2021-12-28,2021-02-01,"2","FALSE",2021-09-07,2021-12-21,"2","FALSE",2021-02-08,2021-05-03,NA,NA,NA
"steeag1","Aquila nipalensis","Steppe Eagle",FALSE,"1","TRUE",2021-05-31,2021-06-28,"1","TRUE",2021-12-28,2021-02-08,"1","TRUE",2021-08-17,2021-12-21,"1","TRUE",2021-02-15,2021-05-24,NA,NA,NA
"spaeag1","Aquila adalberti","Spanish Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"impeag1","Aquila heliaca","Imperial Eagle",FALSE,"1","FALSE",2021-05-17,2021-08-31,"1","TRUE",2021-12-14,2021-02-08,"1","FALSE",2021-09-07,2021-12-07,"1","FALSE",2021-02-15,2021-05-10,NA,NA,NA
"goleag","Aquila chrysaetos","Golden Eagle",FALSE,"2","TRUE",2021-06-07,2021-08-24,"2","TRUE",2021-12-07,2021-02-01,"2","TRUE",2021-08-31,2021-11-30,"2","TRUE",2021-02-08,2021-05-31,NA,NA,NA
"vereag1","Aquila verreauxii","Verreaux's Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"boneag2","Aquila fasciata","Bonelli's Eagle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"snakit","Rostrhamus sociabilis","Snail Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"dotkit1","Harpagus bidentatus","Double-toothed Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"miskit","Ictinia mississippiensis","Mississippi Kite",FALSE,"3","TRUE",2021-06-07,2021-08-10,"3","TRUE",2021-11-30,2021-02-22,"3","TRUE",2021-08-17,2021-11-23,"3","TRUE",2021-03-01,2021-05-31,NA,NA,NA
"plukit1","Ictinia plumbea","Plumbeous Kite",FALSE,"2","TRUE",2021-04-12,2021-07-13,"2","TRUE",2021-11-30,2021-01-04,"2","TRUE",2021-07-20,2021-11-23,"2","TRUE",2021-01-11,2021-04-05,NA,NA,NA
"whebuz1","Butastur teesa","White-eyed Buzzard",FALSE,"2","TRUE",2021-07-13,2021-12-21,"2","TRUE",2021-12-28,2021-07-06,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"ruwbuz1","Butastur liventer","Rufous-winged Buzzard",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"gyfbuz1","Butastur indicus","Gray-faced Buzzard",FALSE,"1","FALSE",2021-06-14,2021-06-14,"1","FALSE",2021-11-23,2021-02-15,"1","TRUE",2021-10-19,2021-11-16,"1","TRUE",2021-02-22,2021-04-19,NA,NA,NA
"wemhar1","Circus aeruginosus","Eurasian Marsh-Harrier",FALSE,"2","TRUE",2021-05-31,2021-07-27,"2","FALSE",2021-11-30,2021-02-08,"2","TRUE",2021-08-03,2021-11-23,"2","TRUE",2021-02-15,2021-05-24,NA,NA,NA
"easmah1","Circus spilonotus","Eastern Marsh-Harrier",FALSE,"1","TRUE",2021-05-31,2021-07-13,"2","TRUE",2021-12-07,2021-03-08,"1","TRUE",2021-08-17,2021-11-30,"1","TRUE",2021-03-15,2021-05-24,NA,NA,NA
"swahar1","Circus approximans","Swamp Harrier",FALSE,"2","TRUE",2021-11-02,2021-01-04,"2","TRUE",2021-04-05,2021-06-28,"2","TRUE",2021-01-11,2021-03-29,"2","TRUE",2021-07-06,2021-10-26,NA,NA,NA
"lowhar1","Circus buffoni","Long-winged Harrier",FALSE,"1","TRUE",2021-05-17,2021-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cinhar1","Circus cinereus","Cinereous Harrier",FALSE,"2","TRUE",2021-10-05,2021-01-11,"2","TRUE",2021-01-18,2021-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"norhar1","Circus cyaneus","Hen Harrier",FALSE,"2","TRUE",2021-06-07,2021-08-17,"2","TRUE",2021-12-28,2021-03-01,"2","TRUE",2021-08-24,2021-12-14,"2","FALSE",2021-03-08,2021-05-31,NA,NA,NA
"norhar2","Circus hudsonius","Northern Harrier",FALSE,"3","TRUE",2021-06-07,2021-07-06,"3","TRUE",2021-12-21,2021-02-08,"3","TRUE",2021-07-13,2021-12-14,"3","TRUE",2021-02-15,2021-05-31,NA,NA,NA
"palhar1","Circus macrourus","Pallid Harrier",FALSE,"1","FALSE",2021-06-07,2021-08-03,"2","FALSE",2021-12-07,2021-02-22,"2","TRUE",2021-08-10,2021-11-23,"2","TRUE",2021-03-01,2021-05-31,NA,NA,NA
"monhar1","Circus pygargus","Montagu's Harrier",FALSE,"2","TRUE",2021-06-07,2021-07-20,"1","FALSE",2021-11-23,2021-02-15,"1","TRUE",2021-07-27,2021-11-16,"1","TRUE",2021-02-22,2021-05-31,NA,NA,NA
"cregos1","Accipiter trivirgatus","Crested Goshawk",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
